# Time	Values[period1stMaxTime]	Values[periodMaxTime]	Values[periodSumN]	Values[tau]	Values[tau_time_between]	
0	0	0	0	0	0	
0.128648	0	0	0	0	0	
0.257296	0	0	0	0	0	
0.385944	0	0	0	0	0	
0.514592	0	0	0	0	0	
0.64324	0	0	0	0	0	
0.771888	0	0	0	0	0	
0.900536	0	0	0	0	0	
1.02918	0	0	0	0	0	
1.15783	0	0	0	0	0	
1.28648	0	0	0	0	0	
1.41513	0	0	0	0	0	
1.54378	0	0	0	0	0	
1.67242	0	0	0	0	0	
1.80107	0	0	0	0	0	
1.92972	0	0	0	0	0	
2.05837	0	0	0	0	0	
2.18702	0	0	0	0	0	
2.31566	0	0	0	0	0	
2.44431	0	0	0	0	0	
2.57296	0	0	0	0	0	
2.70161	0	0	0	0	0	
2.83026	0	0	0	0	0	
2.9589	0	0	0	0	0	
3.08755	0	0	0	0	0	
3.2162	0	0	0	0	0	
3.34485	0	0	0	0	0	
3.4735	0	0	0	0	0	
3.60214	0	0	0	0	0	
3.73079	0	0	0	0	0	
3.85944	0	0	0	0	0	
3.98809	0	0	0	0	0	
4.11674	0	0	0	0	0	
4.24538	0	0	0	0	0	
4.37403	0	0	0	0	0	
4.50268	0	0	0	0	0	
4.63133	0	0	0	0	0	
4.75998	0	0	0	0	0	
4.88862	0	0	0	0	0	
5.01727	0	0	0	0	0	
5.14592	0	0	0	0	0	
5.27457	0	0	0	0	0	
5.40322	0	0	0	0	0	
5.53186	0	0	0	0	0	
5.66051	0	0	0	0	0	
5.78916	0	0	0	0	0	
5.91781	0	0	0	0	0	
6.04646	0	0	0	0	0	
6.1751	0	0	0	0	0	
6.30375	0	0	0	0	0	
6.4324	0	0	0	0	0	
6.56105	0	0	0	0	0	
6.6897	0	0	0	0	0	
6.81834	0	0	0	0	0	
6.94699	0	0	0	0	0	
7.07564	0	0	0	0	0	
7.20429	0	0	0	0	0	
7.33294	0	0	0	0	0	
7.46158	0	0	0	0	0	
7.59023	0	0	0	0	0	
7.71888	0	0	0	0	0	
7.84753	0	0	0	0	0	
7.97618	0	0	0	0	0	
8.10482	0	0	0	0	0	
8.23347	0	0	0	0	0	
8.36212	0	0	0	0	0	
8.49077	0	0	0	0	0	
8.61942	0	0	0	0	0	
8.74806	0	0	0	0	0	
8.87671	0	0	0	0	0	
9.00536	0	0	0	0	0	
9.13401	0	0	0	0	0	
9.26266	0	0	0	0	0	
9.3913	0	0	0	0	0	
9.51995	0	0	0	0	0	
9.6486	0	0	0	0	0	
9.77725	0	0	0	0	0	
9.9059	0	0	0	0	0	
10.0345	0	0	0	0	0	
